TIME_PERIOD,OBS_VALUE
2017-S2,57573.000
2018-S1,48947.000
2018-S2,39718.000
2019-S1,19924.000
2019-S2,15279.000
2020-S1,47992.000
2020-S2,47687.000
2021-S1,103877.000
2021-S2,130463.000
2022-S1,158581.000
2022-S2,145382.000
2023-S1,161304.000
2023-S2,94531.000
2024-S1,140997.000
2024-S2,120825.000
2025-S1,171684.000
2025-S2,138848.000
2015-S1,12242.389
2015-S2,10937.499
2016-S1,22084.217
2016-S2,17190.220
2017-S1,31644.417
2017-S2,24730.554
2018-S1,23138.573
2018-S2,20680.657
2019-S1,28939.156
2019-S2,31594.057
2020-S1,33058.983
2020-S2,18283.663
2021-S1,25791.183
2021-S2,24284.464
2022-S1,22006.947
2022-S2,21854.620
2023-S1,23473.515
2023-S2,22695.550
2024-S1,23182.547
2024-S2,20055.539
2025-S1,15746.049
2025-S2,16386.184
2015-S1,26985.265
2015-S2,18530.632
2016-S1,21036.950
2016-S2,23524.394
2017-S1,21086.587
2017-S2,21246.122
2018-S1,20316.854
2018-S2,20388.985
2019-S1,20354.479
2019-S2,22227.662
2020-S1,25770.672
2020-S2,29219.951
2021-S1,27632.790
2021-S2,25024.712
2022-S1,24885.000
2022-S2,17005.358
2023-S1,17162.521
2023-S2,12521.894
2024-S1,8835.390
2024-S2,11210.569
2025-S1,10797.533
2025-S2,15092.803
2015-S1,92529.970
2015-S2,76443.141
2016-S1,74918.204
2016-S2,59956.539
2017-S1,67274.663
2017-S2,71058.652
2018-S1,67223.621
2018-S2,45814.158
2019-S1,48112.500
2019-S2,48541.412
2020-S1,42636.325
2020-S2,46669.339
2021-S1,46148.214
2021-S2,37368.026
2022-S1,24028.479
2022-S2,17936.146
2023-S1,25267.245
2023-S2,20136.903
2024-S1,26678.740
2024-S2,25451.845
2025-S1,25995.791
2025-S2,24208.128
2016-S1,791.639
2016-S2,690.674
2017-S1,776.601
2017-S2,761.528
2018-S1,851.611
2018-S2,779.385
2019-S1,255.968
2019-S2,223.255
2020-S1,242.565
2020-S2,232.665
2021-S1,243.834
2021-S2,248.205
2022-S1,2272.030
2022-S2,6359.852
2023-S1,6146.059
2023-S2,18544.477
2024-S1,39372.271
2024-S2,61833.889
2025-S1,99510.000
2025-S2,99315.711
2015-S1,36605.000
2015-S2,39130.000
2016-S1,35156.000
2016-S2,23206.000
2017-S1,16447.000
2017-S2,11905.000
2018-S1,15860.000
2018-S2,21353.000
2019-S1,16807.000
2019-S2,17927.000
2020-S1,10852.000
2020-S2,13231.000
2021-S1,9877.000
2021-S2,10867.000
2022-S1,12512.000
2022-S2,14737.000
2023-S1,9842.000
2023-S2,5891.000
2024-S1,5646.000
2024-S2,5429.000
2025-S1,6000.000
2025-S2,3778.000
2015-S1,498375.035
2015-S2,501237.368
2016-S1,580834.798
2016-S2,486532.616
2017-S1,385806.193
2017-S2,336013.561
2018-S1,369762.384
2018-S2,319161.671
2019-S1,365386.818
2019-S2,359681.623
2020-S1,465918.619
2020-S2,511216.179
2021-S1,405956.862
2021-S2,417165.494
2022-S1,758264.829
2022-S2,865353.705
2023-S1,764166.587
2023-S2,774553.326
2024-S1,695404.714
2024-S2,843686.561
2025-S1,726184.516
2025-S2,717825.467
2015-S1,128697.351
2015-S2,186040.243
2016-S1,125205.526
2016-S2,110837.240
2017-S1,140449.236
2017-S2,106742.877
2018-S1,116800.143
2018-S2,145072.772
2019-S1,116733.150
2019-S2,97537.472
2020-S1,117074.607
2020-S2,131039.925
2021-S1,125741.707
2021-S2,103456.360
2022-S1,116160.160
2022-S2,134516.383
2023-S1,129529.441
2023-S2,173354.385
2024-S1,82848.165
2024-S2,207802.613
2025-S1,155565.432
2025-S2,148807.577
2015-S1,2675.411
2015-S2,1883.753
2016-S1,1932.615
2016-S2,1344.466
2017-S1,1258.540
2017-S2,1160.916
2018-S1,1313.202
2018-S2,902.966
2019-S1,1358.999
2019-S2,939.726
2020-S1,1242.103
2020-S2,1232.760
2021-S1,1355.961
2021-S2,1162.855
2022-S1,1910.432
2022-S2,1421.592
2023-S1,1413.202
2023-S2,2852.940
2024-S1,1925.225
2024-S2,2733.431
2025-S1,6617.597
2025-S2,3211.098
2015-S1,6062.556
2015-S2,4739.764
2016-S1,14916.721
2016-S2,7921.634
2017-S1,4957.633
2017-S2,4614.873
2018-S1,4376.664
2018-S2,5009.614
2019-S1,3035.203
2019-S2,4619.039
2020-S1,3490.885
2020-S2,3993.123
2021-S1,2158.235
2021-S2,2133.786
2022-S1,6040.527
2022-S2,5292.458
2023-S1,8668.801
2023-S2,3082.814
2024-S1,3057.122
2024-S2,3996.650
2025-S1,7626.634
2025-S2,4594.071
2015-S1,1158.857
2015-S2,1134.336
2016-S1,1038.701
2016-S2,1288.150
2017-S1,1149.826
2017-S2,1167.798
2018-S1,1199.303
2018-S2,1132.934
2019-S1,1113.239
2019-S2,1165.362
2020-S1,1199.957
2020-S2,1420.935
2021-S1,1521.060
2021-S2,1637.139
2022-S1,1951.880
2022-S2,1716.379
2023-S1,1664.157
2023-S2,1736.661
2024-S1,1583.553
2024-S2,1854.175
2025-S1,1833.075
2025-S2,2619.211
2015-S1,78689451.403
2015-S2,73186718.157
2016-S1,82625724.451
2016-S2,71553551.773
2017-S1,73938876.534
2017-S2,74686406.359
2018-S1,75438468.192
2018-S2,71094948.018
2019-S1,83657918.777
2019-S2,80349941.410
2020-S1,87900183.690
2020-S2,88743889.319
2021-S1,96968494.518
2021-S2,94620899.844
2022-S1,95913910.010
2022-S2,98863815.717
2023-S1,104471756.489
2023-S2,107121109.867
2024-S1,110176698.567
2024-S2,107180452.808
2025-S1,127199138.734
2025-S2,129633830.458
2015-S1,39419.774
2015-S2,36960.451
2016-S1,35721.082
2016-S2,28665.934
2017-S1,27034.354
2017-S2,34541.517
2018-S1,21269.405
2018-S2,23502.375
2019-S1,23181.818
2019-S2,22991.638
2020-S1,25369.348
2020-S2,21674.073
2021-S1,23044.128
2021-S2,22944.698
2022-S1,20500.149
2022-S2,23054.884
2023-S1,18911.082
2023-S2,20937.889
2024-S1,21483.797
2024-S2,19847.197
2025-S1,34944.517
2025-S2,38286.386
2015-S1,962.435
2015-S2,961.027
2016-S1,929.409
2016-S2,824.217
2017-S1,828.473
2017-S2,866.244
2018-S1,846.923
2018-S2,1063.849
2019-S1,1144.570
2019-S2,1575.077
2020-S1,1698.435
2020-S2,1760.511
2021-S1,1741.775
2021-S2,771.726
2022-S1,1551.749
2022-S2,829.297
2023-S1,857.262
2023-S2,949.112
2024-S1,982.479
2024-S2,985.893
2025-S1,895.626
2025-S2,934.727
2015-S1,54577.767
2015-S2,48281.663
2016-S1,42609.067
2016-S2,36978.929
2017-S1,39459.869
2017-S2,35418.466
2018-S1,31963.751
2018-S2,31621.846
2019-S1,27720.750
2019-S2,26202.822
2020-S1,25671.442
2020-S2,24214.704
2021-S1,21549.448
2021-S2,17361.251
2022-S1,19785.928
2022-S2,18801.192
2023-S1,21398.683
2023-S2,26583.539
2024-S1,23203.265
2024-S2,19153.367
2025-S1,29022.807
2025-S2,21539.670
2015-S1,104509.000
2015-S2,60578.000
2016-S1,91708.000
2016-S2,76268.000
2017-S1,113478.000
2017-S2,127653.000
2018-S1,137348.000
2018-S2,77624.000
2019-S1,226572.000
2019-S2,236747.000
2020-S1,182939.000
2020-S2,153201.000
2021-S1,111566.000
2021-S2,137394.000
2022-S1,76164.000
2022-S2,68055.000
2023-S1,47707.000
2023-S2,233121.000
2024-S1,246768.000
2024-S2,244878.000
2025-S1,334495.000
2025-S2,281357.000
2015-S1,187911.000
2015-S2,124165.000
2016-S1,127265.000
2016-S2,79932.000
2017-S1,102343.000
2017-S2,103788.000
2018-S1,104682.000
2018-S2,109287.000
2019-S1,148983.000
2019-S2,112887.000
2020-S1,115037.000
2020-S2,121795.000
2021-S1,100701.000
2021-S2,130037.000
2022-S1,58823.000
2022-S2,59000.000
2023-S1,55365.000
2023-S2,38194.000
2024-S1,41999.000
2024-S2,42790.000
2025-S1,61669.000
2025-S2,64583.000
2015-S1,791099.725
2015-S2,776431.784
2016-S1,1022939.132
2016-S2,685535.935
2017-S1,538517.258
2017-S2,487170.954
2018-S1,408073.527
2018-S2,373032.467
2019-S1,484578.516
2019-S2,422900.122
2020-S1,651067.245
2020-S2,527570.257
2021-S1,364754.734
2021-S2,334065.633
2022-S1,396539.194
2022-S2,477686.496
2023-S1,410702.171
2023-S2,348326.282
2024-S1,331717.353
2024-S2,300368.629
2025-S1,293641.976
2025-S2,289129.112
2015-S1,39705.379
2015-S2,63070.672
2016-S1,39972.326
2016-S2,35268.888
2017-S1,52368.763
2017-S2,38109.485
2018-S1,44238.980
2018-S2,56875.894
2019-S1,48764.367
2019-S2,38430.921
2020-S1,40397.278
2020-S2,53760.658
2021-S1,46256.318
2021-S2,39606.066
2022-S1,37102.284
2022-S2,41410.077
2023-S1,46442.436
2023-S2,65023.494
2024-S1,25263.399
2024-S2,78621.092
2025-S1,61243.929
2025-S2,62445.960
2015-S1,1020.982
2015-S2,609.969
2016-S1,722.469
2016-S2,460.162
2017-S1,522.164
2017-S2,316.207
2018-S1,588.480
2018-S2,1732.498
2019-S1,779.429
2019-S2,588.226
2020-S1,1084.713
2020-S2,608.150
2021-S1,713.079
2021-S2,460.231
2022-S1,935.402
2022-S2,940.232
2023-S1,812.951
2023-S2,825.878
2024-S1,549.853
2024-S2,598.870
2025-S1,484.257
2025-S2,531.553
2015-S1,1020.982
2015-S2,609.969
2016-S1,722.469
2016-S2,460.162
2017-S1,522.164
2017-S2,316.207
2018-S1,588.480
2018-S2,1732.498
2019-S1,779.429
2019-S2,588.226
2020-S1,1084.713
2020-S2,608.150
2021-S1,713.079
2021-S2,460.231
2022-S1,935.402
2022-S2,940.232
2023-S1,812.951
2023-S2,825.878
2024-S1,549.853
2024-S2,598.870
2025-S1,484.257
2025-S2,531.553
2015-S1,210.071
2015-S2,144.335
2016-S1,220.096
2016-S2,228.554
2017-S1,154.710
2017-S2,154.444
2018-S1,232.428
2018-S2,134.250
2019-S1,167.771
2019-S2,154.288
2020-S1,181.507
2020-S2,176.779
2021-S1,138.958
2021-S2,186.619
2022-S1,933.028
2022-S2,1038.487
2023-S1,1006.656
2023-S2,937.565
2024-S1,875.923
2024-S2,867.229
2025-S1,907.560
2025-S2,909.135
2015-S1,1477392.875
2015-S2,1470329.403
2016-S1,1357062.486
2016-S2,1093966.125
2017-S1,1255636.466
2017-S2,1161474.474
2018-S1,1327051.635
2018-S2,1210241.917
2019-S1,1341565.002
2019-S2,1103587.378
2020-S1,1129067.290
2020-S2,1047958.617
2021-S1,1127648.450
2021-S2,1061851.911
2022-S1,1114883.868
2022-S2,1224947.572
2023-S1,1366783.279
2023-S2,1165379.965
2024-S1,1285440.530
2024-S2,1260696.483
2025-S1,1481678.454
2025-S2,1620108.949
2015-S1,39705.379
2015-S2,63070.672
2016-S1,39972.326
2016-S2,35268.888
2017-S1,52368.763
2017-S2,38109.485
2018-S1,44238.980
2018-S2,56875.894
2019-S1,48764.367
2019-S2,38430.921
2020-S1,40397.278
2020-S2,53760.658
2021-S1,46256.318
2021-S2,39606.066
2022-S1,37102.284
2022-S2,41410.077
2023-S1,46442.436
2023-S2,65023.494
2024-S1,25263.399
2024-S2,78621.092
2025-S1,61243.929
2025-S2,62445.960
2015-S1,25859.323
2015-S2,17530.989
2016-S1,20320.950
2016-S2,22815.394
2017-S1,20304.587
2017-S2,19922.122
2018-S1,19386.854
2018-S2,19766.985
2019-S1,18928.479
2019-S2,20997.662
2020-S1,24475.672
2020-S2,28287.951
2021-S1,26908.790
2021-S2,24307.712
2022-S1,24025.000
2022-S2,16462.358
2023-S1,16935.521
2023-S2,11987.894
2024-S1,8805.390
2024-S2,11043.569
2025-S1,10692.533
2025-S2,14020.803
2015-S1,1083946.000
2015-S2,926436.000
2016-S1,1039348.000
2016-S2,943684.000
2017-S1,1128631.000
2017-S2,1322835.000
2018-S1,1099199.000
2018-S2,1046133.000
2019-S1,829114.000
2019-S2,1030930.000
2020-S1,1476623.000
2020-S2,1471233.000
2021-S1,1680430.000
2021-S2,1583884.000
2022-S1,1725183.000
2022-S2,1879023.000
2023-S1,2030426.000
2023-S2,1425626.000
2024-S1,1613621.000
2024-S2,1771529.000
2025-S1,2226635.000
2025-S2,2197325.000
2015-S1,2563181.214
2015-S2,3090901.709
2016-S1,2413867.185
2016-S2,2120431.110
2017-S1,2296813.469
2017-S2,1685463.332
2018-S1,1769656.205
2018-S2,1603020.889
2019-S1,1767438.400
2019-S2,1588411.165
2020-S1,1495917.872
2020-S2,1396926.195
2021-S1,1455221.388
2021-S2,1290726.305
2022-S1,1276766.862
2022-S2,1167359.010
2023-S1,1314454.212
2023-S2,1170551.638
2024-S1,1274705.520
2024-S2,1247253.633
2025-S1,1522420.591
2025-S2,1527195.297
2015-S1,15229.807
2015-S2,12599.202
2016-S1,11425.859
2016-S2,8541.943
2017-S1,8860.040
2017-S2,7405.167
2018-S1,6673.847
2018-S2,7547.449
2019-S1,6672.290
2019-S2,6643.101
2020-S1,6450.094
2020-S2,6986.237
2021-S1,7135.563
2021-S2,6206.264
2022-S1,7929.884
2022-S2,7775.313
2023-S1,8431.388
2023-S2,11713.020
2024-S1,9054.447
2024-S2,8409.701
2025-S1,6555.816
2025-S2,5554.599
2015-S1,1513240.878
2015-S2,1489165.560
2016-S1,1673191.430
2016-S2,1176223.056
2017-S1,966014.394
2017-S2,903437.077
2018-S1,779586.061
2018-S2,740606.434
2019-S1,890815.060
2019-S2,793492.484
2020-S1,936956.123
2020-S2,920850.706
2021-S1,659536.123
2021-S2,576248.537
2022-S1,433839.625
2022-S2,424823.831
2023-S1,418426.477
2023-S2,365312.485
2024-S1,322579.717
2024-S2,284325.202
2025-S1,295230.018
2025-S2,288176.676
2015-S1,442.458
2015-S2,424.306
2016-S1,420.237
2016-S2,455.582
2017-S1,555.267
2017-S2,565.611
2018-S1,479.420
2018-S2,521.217
2019-S1,619.739
2019-S2,540.955
2020-S1,546.601
2020-S2,571.027
2021-S1,582.685
2021-S2,643.107
2022-S1,701.737
2022-S2,771.003
2023-S1,858.148
2023-S2,914.266
2024-S1,1048.005
2024-S2,1165.472
2025-S1,1339.695
2025-S2,1195.253
2015-S1,701892.317
2015-S2,720357.837
2016-S1,659176.000
2016-S2,704347.936
2017-S1,816150.293
2017-S2,1012385.489
2018-S1,1300764.921
2018-S2,1225134.768
2019-S1,1214137.705
2019-S2,1163903.199
2020-S1,1217818.288
2020-S2,1087200.244
2021-S1,1203129.505
2021-S2,1252274.189
2022-S1,1210270.076
2022-S2,1305225.698
2023-S1,1243372.911
2023-S2,1190998.921
2024-S1,1106922.537
2024-S2,1101732.068
2025-S1,1157783.227
2025-S2,1192472.833
2015-S1,4580.000
2015-S2,7149.000
2016-S1,8006.000
2016-S2,51797.000
2017-S1,24859.000
2017-S2,59827.000
2018-S1,43471.000
2018-S2,28536.000
2019-S1,NaN
2019-S2,38.000
2020-S1,19606.000
2020-S2,10822.000
2021-S1,333755.000
2021-S2,11225.000
2022-S1,17956.000
2022-S2,19077.000
2023-S1,18950.000
2023-S2,15850.000
2024-S1,16827.000
2024-S2,22981.000
2025-S1,29163.000
2025-S2,57856.000
2015-S1,7054.000
2015-S2,5638.000
2016-S1,4526.000
2016-S2,5218.000
2017-S1,3968.000
2017-S2,2205.000
2018-S1,2156.000
2018-S2,3510.000
2019-S1,2472.000
2019-S2,2720.000
2020-S1,1174.000
2020-S2,494.000
2021-S1,1334.000
2021-S2,414.000
2022-S1,917.000
2022-S2,545.000
2023-S1,752.000
2023-S2,462.000
2024-S1,298.000
2024-S2,157.000
2025-S1,164.000
2025-S2,471.000
2015-S1,1001675.854
2015-S2,667487.469
2016-S1,637068.665
2016-S2,525455.901
2017-S1,589786.099
2017-S2,618483.374
2018-S1,623592.077
2018-S2,658447.163
2019-S1,777719.656
2019-S2,752857.612
2020-S1,761835.680
2020-S2,714995.063
2021-S1,616473.708
2021-S2,666558.665
2022-S1,461853.489
2022-S2,455852.539
2023-S1,366808.600
2023-S2,605526.916
2024-S1,621716.122
2024-S2,589705.772
2025-S1,776454.402
2025-S2,798042.714
2016-S1,81.393
2016-S2,39.207
2017-S1,45.265
2017-S2,110.736
2018-S1,123.083
2018-S2,103.342
2019-S1,602.599
2019-S2,657.510
2020-S1,1075.687
2020-S2,1376.137
2021-S1,853.554
2021-S2,779.211
2022-S1,3478.638
2022-S2,4096.547
2023-S1,4532.872
2023-S2,4208.471
2024-S1,4188.355
2024-S2,5553.584
2025-S1,15195.940
2025-S2,13950.023
2015-S1,1199372.947
2015-S2,1084870.729
2016-S1,1113001.000
2016-S2,1011947.567
2017-S1,1234501.929
2017-S2,1351654.033
2018-S1,1437862.851
2018-S2,1240326.885
2019-S1,1383614.736
2019-S2,1326944.189
2020-S1,1282084.852
2020-S2,1725822.460
2021-S1,1783853.451
2021-S2,1625127.934
2022-S1,1543283.437
2022-S2,1544712.327
2023-S1,1641500.986
2023-S2,1618185.346
2024-S1,1975664.011
2024-S2,2171285.662
2025-S1,2439627.811
2025-S2,2915623.994
2017-S1,4750.000
2017-S2,8544.000
2018-S1,21171.000
2018-S2,54084.000
2019-S1,25011.000
2019-S2,2146.000
2020-S1,10723.000
2020-S2,19535.000
2021-S1,31688.000
2021-S2,28948.000
2022-S1,24181.000
2022-S2,27308.000
2023-S1,27272.000
2023-S2,23020.000
2024-S1,23162.000
2024-S2,21000.000
2025-S1,1800.000
2016-S1,21282711.435
2016-S2,16311479.431
2017-S1,22253617.248
2017-S2,18562560.710
2018-S1,23003357.294
2018-S2,18614178.263
2019-S1,23115502.730
2019-S2,19336893.103
2020-S1,30452177.938
2020-S2,25853146.407
2021-S1,30018266.205
2021-S2,19557841.289
2022-S1,28542185.107
2022-S2,27547451.772
2023-S1,41523896.578
2023-S2,39062015.185
2024-S1,43617488.337
2024-S2,37506349.459
2025-S1,55135930.969
2025-S2,49221724.416
2015-S1,80270.086
2015-S2,56710.182
2016-S1,51413.502
2016-S2,41999.092
2017-S1,34862.355
2017-S2,47826.188
2018-S1,47750.979
2018-S2,39855.049
2019-S1,42759.683
2019-S2,37266.355
2020-S1,31503.500
2020-S2,30450.888
2021-S1,31671.707
2021-S2,26613.953
2022-S1,21122.187
2022-S2,22513.542
2023-S1,26216.929
2023-S2,30379.811
2024-S1,22732.699
2024-S2,23879.310
2025-S1,18336.170
2025-S2,22137.049
2015-S1,15692.000
2015-S2,15878.000
2016-S1,12242.000
2016-S2,10554.000
2017-S1,10521.000
2017-S2,12925.000
2018-S1,9763.000
2018-S2,11615.000
2019-S1,13680.000
2019-S2,12430.000
2020-S1,14391.000
2020-S2,13646.000
2021-S1,12947.000
2021-S2,13519.000
2022-S1,12803.000
2022-S2,10149.000
2023-S1,8988.000
2023-S2,11917.000
2024-S1,10778.000
2024-S2,9228.000
2025-S1,7903.000
2025-S2,10311.000
2015-S1,56805.000
2015-S2,68293.000
2016-S1,59915.000
2016-S2,43523.000
2017-S1,34424.000
2017-S2,24030.000
2018-S1,30184.000
2018-S2,38620.000
2019-S1,29708.000
2019-S2,35283.000
2020-S1,25278.000
2020-S2,21739.000
2021-S1,20082.000
2021-S2,22025.000
2022-S1,22312.000
2022-S2,23503.000
2023-S1,16806.000
2023-S2,9373.000
2024-S1,8397.000
2024-S2,7621.000
2025-S1,8773.000
2025-S2,6771.000
2015-S1,4948420.886
2015-S2,4751550.786
2016-S1,5806689.462
2016-S2,4652252.912
2017-S1,6156143.819
2017-S2,5984912.999
2018-S1,6052290.004
2018-S2,5931126.490
2019-S1,5213481.840
2019-S2,4815891.896
2020-S1,5246851.942
2020-S2,5313480.239
2021-S1,5454425.045
2021-S2,5483633.655
2022-S1,5635094.938
2022-S2,5429707.394
2023-S1,5549175.017
2023-S2,5354452.381
2024-S1,5950020.909
2024-S2,5787135.778
2025-S1,5964407.672
2025-S2,5185382.751
2015-S1,592400.059
2015-S2,574690.104
2016-S1,594995.466
2016-S2,622939.672
2017-S1,699977.684
2017-S2,683056.952
2018-S1,661994.090
2018-S2,654033.524
2019-S1,753030.358
2019-S2,732933.399
2020-S1,693065.841
2020-S2,815444.633
2021-S1,885536.845
2021-S2,956510.771
2022-S1,881912.877
2022-S2,895437.706
2023-S1,928408.663
2023-S2,884514.759
2024-S1,886395.702
2024-S2,858507.489
2025-S1,1006093.796
2025-S2,1045065.891
2016-S1,909.797
2016-S2,927.099
2017-S1,975.160
2017-S2,873.485
2018-S1,2284.145
2018-S2,1119.240
2019-S1,9259.655
2019-S2,8278.800
2020-S1,11682.066
2020-S2,8760.754
2021-S1,10936.546
2021-S2,8253.627
2022-S1,2046.317
2022-S2,736.846
2023-S1,5101.050
2023-S2,3631.503
2024-S1,12340.612
2024-S2,11230.598
2025-S1,15042.138
2025-S2,10347.844
2015-S1,399896.000
2015-S2,191056.000
2016-S1,234171.000
2016-S2,151411.000
2017-S1,226826.000
2017-S2,246316.000
2018-S1,250698.000
2018-S2,269721.000
2019-S1,315673.000
2019-S2,322347.000
2020-S1,421118.000
2020-S2,388502.000
2021-S1,281190.000
2021-S2,326113.000
2022-S1,159941.000
2022-S2,127621.000
2023-S1,126192.000
2023-S2,280770.000
2024-S1,288710.000
2024-S2,281633.000
2025-S1,375628.000
2025-S2,384437.000
2015-S1,5609.000
2015-S2,6217.000
2016-S1,7180.000
2016-S2,53851.000
2017-S1,25132.000
2017-S2,57960.000
2018-S1,41899.000
2018-S2,29070.000
2019-S1,NaN
2019-S2,7.000
2020-S1,21742.000
2020-S2,15661.000
2021-S1,335030.000
2021-S2,16951.000
2022-S1,19215.000
2022-S2,15080.000
2023-S1,12369.000
2023-S2,11464.000
2024-S1,12207.000
2024-S2,19452.000
2025-S1,23862.000
2025-S2,53925.000
2015-S1,135533.000
2015-S2,67189.000
2016-S1,47124.000
2016-S2,36311.000
2017-S1,39388.000
2017-S2,48109.000
2018-S1,36048.000
2018-S2,30005.000
2019-S1,27617.000
2019-S2,27657.000
2020-S1,74007.000
2020-S2,57665.000
2021-S1,81017.000
2021-S2,114320.000
2022-S1,145096.000
2022-S2,101375.000
2023-S1,116674.000
2023-S2,36890.000
2024-S1,50982.000
2024-S2,39023.000
2025-S1,65471.000
2025-S2,26210.000
2015-S1,6491.568
2015-S2,5552.401
2016-S1,10498.000
2016-S2,14143.446
2017-S1,13846.189
2017-S2,10894.228
2018-S1,11880.437
2018-S2,13171.558
2019-S1,10654.685
2019-S2,11640.287
2020-S1,14906.798
2020-S2,15119.373
2021-S1,12114.265
2021-S2,12341.214
2022-S1,15218.240
2022-S2,7557.859
2023-S1,9837.450
2023-S2,8790.200
2024-S1,8990.905
2024-S2,9462.085
2025-S1,10024.266
2025-S2,9062.025
2015-S1,720.346
2015-S2,720.939
2016-S1,780.836
2016-S2,759.510
2017-S1,779.391
2017-S2,748.585
2018-S1,853.293
2018-S2,864.598
2019-S1,835.302
2019-S2,733.151
2020-S1,724.716
2020-S2,733.072
2021-S1,716.146
2021-S2,702.390
2022-S1,723.868
2022-S2,712.693
2023-S1,795.518
2023-S2,878.840
2024-S1,742.710
2024-S2,712.513
2025-S1,669.798
2025-S2,720.929
2015-S1,72929481.857
2015-S2,56005233.798
2016-S1,74091351.683
2016-S2,61236243.970
2017-S1,72723742.929
2017-S2,65629820.127
2018-S1,82398786.354
2018-S2,65960959.470
2019-S1,87735395.492
2019-S2,66373346.269
2020-S1,91672194.888
2020-S2,71736170.946
2021-S1,72434100.710
2021-S2,38349021.259
2022-S1,48020923.750
2022-S2,43954171.235
2023-S1,60639118.263
2023-S2,54877192.742
2024-S1,61501333.295
2024-S2,53822112.014
2025-S1,73658674.204
2025-S2,69478763.062
2015-S1,2626214.248
2015-S2,2083942.780
2016-S1,1997126.734
2016-S2,1936351.425
2017-S1,2523488.185
2017-S2,2944478.156
2018-S1,4189098.203
2018-S2,2997397.056
2019-S1,3287678.519
2019-S2,2616380.650
2020-S1,2755430.834
2020-S2,2810340.699
2021-S1,3140281.884
2021-S2,2861430.326
2022-S1,2956821.510
2022-S2,2957429.290
2023-S1,3803757.790
2023-S2,4161246.720
2024-S1,4034392.767
2024-S2,4201222.574
2025-S1,5070913.429
2025-S2,5396049.157
2015-S1,152434.000
2015-S2,81889.000
2016-S1,86723.000
2016-S2,48230.000
2017-S1,55418.000
2017-S2,54581.000
2018-S1,57513.000
2018-S2,58568.000
2019-S1,80358.000
2019-S2,73353.000
2020-S1,89754.000
2020-S2,90889.000
2021-S1,84535.000
2021-S2,88966.000
2022-S1,34487.000
2022-S2,39170.000
2023-S1,37615.000
2023-S2,31931.000
2024-S1,32691.000
2024-S2,21370.000
2025-S1,33290.000
2025-S2,43696.000
2015-S1,2754.936
2015-S2,2434.132
2016-S1,2113.671
2016-S2,1245.591
2017-S1,1330.651
2017-S2,1077.074
2018-S1,834.309
2018-S2,787.396
2019-S1,999.527
2019-S2,926.512
2020-S1,1151.421
2020-S2,1193.735
2021-S1,978.951
2021-S2,702.176
2022-S1,400.708
2022-S2,427.365
2023-S1,470.811
2023-S2,572.467
2024-S1,530.818
2024-S2,661.792
2025-S1,581.767
2025-S2,558.806
2015-S1,2683780.000
2015-S2,2321299.000
2016-S1,2258119.000
2016-S2,2122703.000
2017-S1,2202798.000
2017-S2,2096136.000
2018-S1,1971350.000
2018-S2,1960499.000
2019-S1,1806282.000
2019-S2,1803794.000
2020-S1,1873901.000
2020-S2,1872938.000
2021-S1,1902283.000
2021-S2,1971543.000
2022-S1,1951437.000
2022-S2,2187684.000
2023-S1,2070849.000
2023-S2,2111160.000
2024-S1,2175944.000
2024-S2,2077627.000
2025-S1,2358146.000
2025-S2,2383358.000
2015-S1,100014.247
2015-S2,79553.648
2016-S1,91368.107
2016-S2,69914.509
2017-S1,65741.866
2017-S2,54489.546
2018-S1,84878.644
2018-S2,64501.390
2019-S1,82106.243
2019-S2,80166.287
2020-S1,105998.246
2020-S2,102824.451
2021-S1,161888.273
2021-S2,158219.415
2022-S1,171823.601
2022-S2,176617.394
2023-S1,201748.986
2023-S2,215004.404
2024-S1,247579.579
2024-S2,310580.857
2025-S1,348740.213
2025-S2,281932.473
2015-S1,548076.544
2015-S2,605686.848
2016-S1,1391369.312
2016-S2,711860.861
2017-S1,596052.570
2017-S2,462160.374
2018-S1,417209.182
2018-S2,436166.135
2019-S1,536811.676
2019-S2,445492.024
2020-S1,452963.291
2020-S2,445373.246
2021-S1,347531.034
2021-S2,285359.924
2022-S1,264874.012
2022-S2,449842.816
2023-S1,289197.539
2023-S2,386586.827
2024-S1,394586.306
2024-S2,394526.727
2025-S1,517746.811
2025-S2,917235.957
2015-S1,2818321.593
2015-S2,3007575.566
2016-S1,3738577.030
2016-S2,2979164.437
2017-S1,3811382.621
2017-S2,3706204.870
2018-S1,3750972.905
2018-S2,3558569.326
2019-S1,3201365.249
2019-S2,3124642.264
2020-S1,3482291.834
2020-S2,3689014.406
2021-S1,3893676.778
2021-S2,3919363.610
2022-S1,4108187.067
2022-S2,4160849.724
2023-S1,4312396.750
2023-S2,4286150.549
2024-S1,4787533.951
2024-S2,4493942.618
2025-S1,4549590.741
2025-S2,3544377.161
2015-S1,170017.867
2015-S2,90719.544
2016-S1,91388.025
2016-S2,102755.167
2017-S1,102755.765
2017-S2,105140.355
2018-S1,110976.267
2018-S2,97620.032
2019-S1,93565.654
2019-S2,90498.856
2020-S1,90273.228
2020-S2,107652.235
2021-S1,89945.409
2021-S2,89843.754
2022-S1,83695.199
2022-S2,85980.178
2023-S1,83794.900
2023-S2,69942.652
2024-S1,72731.302
2024-S2,73921.804
2025-S1,95328.858
2025-S2,88583.874
2015-S1,930853.125
2015-S2,859332.483
2016-S1,642712.230
2016-S2,606182.172
